Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
F4I241	Q9T0I6	BUB3.3	PRP8B	F10D13.23|F23O10.3		LOCUS:2026446	LOCUS:2141791	20706207:0004:HT|20706207:0676:HT
F4I241	Q9ZUG4	BUB3.3	Q9ZUG4	F10D13.23|F23O10.3	T6P5.3	LOCUS:2026446	LOCUS:2064717	20706207:0004:HT|20706207:0676:HT
F4I420	P93654	F4I420	SYP22	F28O16.18|F28O16_18	MSD23.9	LOCUS:2030116	LOCUS:3356150	24556609:0004:HT|24556609:0007:HT
F4I420	Q39233	F4I420	SYP21	F28O16.18|F28O16_18	F5E19_170	LOCUS:2030116	LOCUS:2148960	24556609:0004:HT|24556609:0007:HT
F4I420	Q8VZU2	F4I420	SYP132	F28O16.18|F28O16_18	T22D6.20	LOCUS:2030116		24556609:0004:HT|24556609:0007:HT
F4I420	Q9SUJ1	F4I420	SYP43	F28O16.18|F28O16_18	F18C1.2	LOCUS:2030116	LOCUS:2078042	24556609:0004:HT|24556609:0007:HT
F4I420	Q9ZSD4	F4I420	SYP121	F28O16.18|F28O16_18	F26K24.11	LOCUS:2030116	LOCUS:2081476	24556609:0004:HT|24556609:0007:HT
F4I594	O22224	RLM1A	NUP93A	F22C12.17	T32G6.14	LOCUS:2024588	LOCUS:2062693	21189294:0004:HT
F4I5R5	Q38942	F4I5R5	RAE1	T1G11.9|T1G11_9	F23A5.2	LOCUS:2197858	LOCUS:2025732	21189294:0004:HT
F4I5R5	Q9C829	F4I5R5	NUP50A	T1G11.9|T1G11_9	F19K6.4	LOCUS:2197858	LOCUS:2018204	21189294:0004:HT
F4I7Y2	Q24JJ9	F4I7Y2	NUP43	F8A12.19	F6I18.250	LOCUS:2036396	LOCUS:2126689	21189294:0004:HT
F4I908	Q24JJ9	F4I908	NUP43		F6I18.250	LOCUS:505006127	LOCUS:2126689	21189294:0004:HT
F4I9J7	Q38942	Y14	RAE1	F5D21.5	F23A5.2	LOCUS:2033888	LOCUS:2025732	21189294:0004:HT
F4IB75	Q24JJ9	F4IB75	NUP43	T14L22.11|T14L22_11	F6I18.250	LOCUS:2195840	LOCUS:2126689	21189294:0004:HT
F4ICB5	Q24JJ9	F4ICB5	NUP43	F6A14.25|F6A14_25	F6I18.250	LOCUS:2035025	LOCUS:2126689	21189294:0004:HT
F4ICF2	O81001	TLP10	GRF1	F4F7.33|F4F7_33	T20K9.5		LOCUS:2059206	21094157:0004:HT
F4ID16	Q38942	NUP98B	RAE1	T30E16.23	F23A5.2	LOCUS:2202887	LOCUS:2025732	21189294:0004:HT
F4ID16	Q9FWS3	NUP98B	CG1	T30E16.23	F1B16.12	LOCUS:2202887	LOCUS:2018452	21189294:0004:HT
F4ID20	Q24JJ9	F4ID20	NUP43		F6I18.250	LOCUS:504956122	LOCUS:2126689	21189294:0004:HT
F4IGA5	O22224	NUP133	NUP93A	F5G3.2	T32G6.14	LOCUS:2051234	LOCUS:2062693	21189294:0004:HT
F4IGA5	Q24JJ9	NUP133	NUP43	F5G3.2	F6I18.250	LOCUS:2051234	LOCUS:2126689	21189294:0004:HT
F4IGA5	Q38942	NUP133	RAE1	F5G3.2	F23A5.2	LOCUS:2051234	LOCUS:2025732	21189294:0004:HT
F4IGA5	Q9FWS3	NUP133	CG1	F5G3.2	F1B16.12	LOCUS:2051234	LOCUS:2018452	21189294:0004:HT
F4II70	Q9C829	F4II70	NUP50A	T3F17.3	F19K6.4	LOCUS:2039055	LOCUS:2018204	21189294:0004:HT
F4IMX9	Q9CAF4	F4IMX9	NUP1		F13M14.6|F18K10.27		LOCUS:2075785	21189294:0004:HT
F4IMY0	Q9CAF4	F4IMY0	NUP1	F1O11.23	F13M14.6|F18K10.27		LOCUS:2075785	21189294:0004:HT
F4INT5	Q38942	F4INT5	RAE1	T6B20.25|T6B20_25	F23A5.2	LOCUS:2064412	LOCUS:2025732	21189294:0004:HT
F4INZ9	Q9C829	F4INZ9	NUP50A	F13K3.9|F13K3_9	F19K6.4	LOCUS:2040575	LOCUS:2018204	21189294:0004:HT
F4ISN0	P24100	F4ISN0	CDKA-1	F3N11.1|F3N11_1	T21J18.20	LOCUS:2050317	LOCUS:2099478	20706207:0004:HT|20706207:0676:HT
F4ISN0	Q24JJ9	F4ISN0	NUP43	F3N11.1|F3N11_1	F6I18.250	LOCUS:2050317	LOCUS:2126689	21189294:0004:HT
F4ISN0	Q9C829	F4ISN0	NUP50A	F3N11.1|F3N11_1	F19K6.4	LOCUS:2050317	LOCUS:2018204	21189294:0004:HT
F4ISN0	Q9CAF4	F4ISN0	NUP1	F3N11.1|F3N11_1	F13M14.6|F18K10.27	LOCUS:2050317	LOCUS:2075785	21189294:0004:HT
F4IU60	F4KEU4	F4IU60	F4KEU4	F16B22.7	F17P19.12|F17P19_12	LOCUS:2042466	LOCUS:2145081	20706207:0004:HT
F4IUW3	Q8W4M7	AVT1C	XPD	T16B24.23|T7F6.1	F15K9.20	LOCUS:2056118	LOCUS:2014525	20706207:0004:HT|20706207:0676:HT
F4IWU4	Q9SJR5	OBP3	GRF3		F1O11.3	LOCUS:2099921	LOCUS:2044873	21094157:0004:HT
F4IX26	O22224	ROC4	NUP93A	T17J13.1	T32G6.14	LOCUS:2079507	LOCUS:2062693	21189294:0004:HT
F4IX26	Q38942	ROC4	RAE1	T17J13.1	F23A5.2	LOCUS:2079507	LOCUS:2025732	21189294:0004:HT
F4IXH9	Q9SIV2	F4IXH9	RPN1A		F23N11.10	LOCUS:2083666	LOCUS:2046016	20706207:0004:HT
F4IZC8	P93654	ALPHA-SNAP2	SYP22		MSD23.9		LOCUS:3356150	24556609:0004:HT
F4IZC8	Q39233	ALPHA-SNAP2	SYP21		F5E19_170		LOCUS:2148960	24556609:0004:HT
F4IZC8	Q9LK09	ALPHA-SNAP2	SYP32		K7M2.13			24556609:0004:HT
F4J284	O22224	NUP93B	NUP93A	F28O9.200	T32G6.14	LOCUS:2082548	LOCUS:2062693	21189294:0004:HT
F4J284	Q38942	NUP93B	RAE1	F28O9.200	F23A5.2	LOCUS:2082548	LOCUS:2025732	21189294:0004:HT
F4J284	Q9FWS3	NUP93B	CG1	F28O9.200	F1B16.12	LOCUS:2082548	LOCUS:2018452	21189294:0004:HT
F4J296	Q9C829	EMB3126	NUP50A		F19K6.4		LOCUS:2018204	21189294:0004:HT
F4J296	Q9CAF4	EMB3126	NUP1		F13M14.6|F18K10.27		LOCUS:2075785	21189294:0004:HT
F4J296	Q9SU44	EMB3126	GRF8		T19F6.5		LOCUS:2134986	21094157:0004:HT
F4J2U9	Q24JJ9	CFM3A	NUP43	MXC7.10	F6I18.250	LOCUS:2094558	LOCUS:2126689	21189294:0004:HT
F4J4V1	Q9CAG1	TPR10	Q9CAG1	F7O18.18|F7O18_18	F12B7.13|F12B7_13		LOCUS:2008595	20706207:0004:HT|20706207:0676:HT
F4J683	Q9SIV2	MEE34	RPN1A		F23N11.10		LOCUS:2046016	20706207:0004:HT
F4J8D3	Q38942	TPLATE	RAE1	F28J7.11|F4P13.33	F23A5.2	LOCUS:2082299	LOCUS:2025732	21189294:0004:HT
F4J938	Q24JJ9	F4J938	NUP43		F6I18.250	LOCUS:2075125	LOCUS:2126689	21189294:0004:HT
F4JAA5	Q24JJ9	SKI2	NUP43	F13I12.10|T6H20.10	F6I18.250	LOCUS:2075566	LOCUS:2126689	21189294:0004:HT
F4JC74	O22224	F4JC74	NUP93A		T32G6.14	LOCUS:2089999	LOCUS:2062693	21189294:0004:HT
F4JC74	Q38942	F4JC74	RAE1		F23A5.2	LOCUS:2089999	LOCUS:2025732	21189294:0004:HT
F4JC74	Q9C829	F4JC74	NUP50A		F19K6.4	LOCUS:2089999	LOCUS:2018204	21189294:0004:HT
F4JFV6	Q24JJ9	GOX2	NUP43		F6I18.250	LOCUS:2091020	LOCUS:2126689	21189294:0004:HT
F4JFV6	Q38942	GOX2	RAE1		F23A5.2	LOCUS:2091020	LOCUS:2025732	21189294:0004:HT
F4JL11	F4KAB8	IMPA2	MCM6		K15C23	LOCUS:505006475	LOCUS:504954997	20706207:0004:HT|20706207:0676:HT
F4JL11	O23249	IMPA2	CKS1		T1E2.12	LOCUS:505006475	LOCUS:2057836	20706207:0004:HT|20706207:0676:HT
F4JL11	P24100	IMPA2	CDKA-1		T21J18.20	LOCUS:505006475	LOCUS:2099478	20706207:0004:HT|20706207:0676:HT
F4JL11	Q29Q81	IMPA2	SMR6		K21I16.3	LOCUS:505006475	LOCUS:2155657	20706207:0004:HT|20706207:0676:HT
F4JL11	Q2V3B2	IMPA2	CYCD5-1		F19F18.120	LOCUS:505006475	LOCUS:2120081	20706207:0004:HT|20706207:0676:HT
F4JL11	Q38819	IMPA2	CYCA2-3		T16N11.8	LOCUS:505006475	LOCUS:2196563	20706207:0004:HT|20706207:0676:HT
F4JL11	Q8GYJ3	IMPA2	KRP4		F24L7.15	LOCUS:505006475	LOCUS:2046427	20706207:0004:HT|20706207:0676:HT
F4JL11	Q8W4M7	IMPA2	XPD		F15K9.20	LOCUS:505006475	LOCUS:2014525	20706207:0004:HT|20706207:0676:HT
F4JL11	Q94CL9	IMPA2	KRP7		F14J22.14	LOCUS:505006475	LOCUS:2012186	20706207:0004:HT|20706207:0676:HT
F4JL11	Q9C829	IMPA2	NUP50A		F19K6.4	LOCUS:505006475	LOCUS:2018204	21189294:0004:HT
F4JL11	Q9C9M7	IMPA2	CDKD-2		F4N21.12	LOCUS:505006475	LOCUS:2033349	20706207:0004:HT|20706207:0676:HT
F4JL11	Q9CAF4	IMPA2	NUP1		F13M14.6|F18K10.27	LOCUS:505006475	LOCUS:2075785	21189294:0004:HT
F4JL11	Q9FGQ7	IMPA2	CYCD3-2		K3G17.2	LOCUS:505006475	LOCUS:2157172	20706207:0004:HT|20706207:0676:HT
F4JL11	Q9FKB5	IMPA2	KRP3		K24G6.15	LOCUS:505006475		20706207:0004:HT|20706207:0676:HT
F4JL11	Q9FNY0	IMPA2	E2FA		F11F19.8	LOCUS:505006475		20706207:0004:HT|20706207:0676:HT
F4JL11	Q9LDM4	IMPA2	CYCB2-3		F2D10.10|F5M15.6	LOCUS:505006475	LOCUS:2030482	20706207:0004:HT|20706207:0676:HT
F4JL11	Q9SAD3	IMPA2	SMR8		T16B5.17	LOCUS:505006475	LOCUS:2196459	20706207:0004:HT|20706207:0676:HT
F4JL11	Q9SCR2	IMPA2	KRP2		T3A5.10	LOCUS:505006475	LOCUS:2101679	20706207:0004:HT|20706207:0676:HT
F4JL11	Q9SGE2	IMPA2	SMR2		T23G18.4|T6D22.27	LOCUS:505006475	LOCUS:2199998	20706207:0004:HT|20706207:0676:HT
F4JP86	Q38942	F4JP86	RAE1	DL4840C|FCAALL.71	F23A5.2	LOCUS:2129301	LOCUS:2025732	21189294:0004:HT
F4JQ55	O22224	SHD	NUP93A	T22A6.20|T22A6_20	T32G6.14		LOCUS:2062693	21189294:0004:HT
F4JQ55	O65359	SHD	SYP41	T22A6.20|T22A6_20	F2P16.16		LOCUS:2148513	24556609:0004:HT
F4JQ55	P93654	SHD	SYP22	T22A6.20|T22A6_20	MSD23.9		LOCUS:3356150	24556609:0004:HT
F4JQ55	Q42374	SHD	KN	T22A6.20|T22A6_20	F22O13.4		LOCUS:2025620	24556609:0004:HT
F4JQ55	Q8VZU2	SHD	SYP132	T22A6.20|T22A6_20	T22D6.20			24556609:0004:HT
F4JQ55	Q9FFK1	SHD	SYP31	T22A6.20|T22A6_20	MJJ3.17		LOCUS:2166419	24556609:0004:HT
F4JQ55	Q9LK09	SHD	SYP32	T22A6.20|T22A6_20	K7M2.13			24556609:0004:HT
F4JQ55	Q9SUJ1	SHD	SYP43	T22A6.20|T22A6_20	F18C1.2		LOCUS:2078042	24556609:0004:HT
F4JQ55	Q9SWH4	SHD	SYP42	T22A6.20|T22A6_20	T10M13.19|T2H3.1		LOCUS:505006427	24556609:0004:HT
F4JQ55	Q9ZSD4	SHD	SYP121	T22A6.20|T22A6_20	F26K24.11		LOCUS:2081476	24556609:0004:HT
F4JT80	Q38942	RPP2B	RAE1	F24J7.70	F23A5.2	LOCUS:2122965	LOCUS:2025732	21189294:0004:HT
F4JTI1	P93654	PHOX4	SYP22	F10N7.120	MSD23.9	LOCUS:2116677	LOCUS:3356150	24556609:0004:HT|24556609:0007:HT
F4JTI1	Q42374	PHOX4	KN	F10N7.120	F22O13.4	LOCUS:2116677	LOCUS:2025620	24556609:0004:HT|24556609:0007:HT
F4JTI1	Q9ZSD4	PHOX4	SYP121	F10N7.120	F26K24.11	LOCUS:2116677	LOCUS:2081476	24556609:0004:HT|24556609:0007:HT
F4JTQ0	O81001	VAB2	GRF1	F22I13.8	T20K9.5	LOCUS:2121209	LOCUS:2059206	21094157:0004:HT
F4JUQ2	O23249	F4JUQ2	CKS1	DL3195C	T1E2.12	LOCUS:2129610	LOCUS:2057836	20706207:0004:HT|20706207:0676:HT
F4JUQ2	P19366	F4JUQ2	ATPB	DL3195C		LOCUS:2129610	LOCUS:504954671	20706207:0676:HT
F4JUQ2	P24100	F4JUQ2	CDKA-1	DL3195C	T21J18.20	LOCUS:2129610	LOCUS:2099478	20706207:0004:HT|20706207:0676:HT
F4JUQ2	Q0IGM5	F4JUQ2	Q0IGM5	DL3195C	T6H22.12|T6H22_12	LOCUS:2129610	LOCUS:2205230	20706207:0004:HT|20706207:0676:HT
F4JUQ2	Q3ECW2	F4JUQ2	CYCA3-4	DL3195C	F8G22.5	LOCUS:2129610	LOCUS:2036756	20706207:0004:HT|20706207:0676:HT
F4JUQ2	Q9C5U3	F4JUQ2	RPT6A	DL3195C	F28I16.140	LOCUS:2129610	LOCUS:2147670	20706207:0004:HT|20706207:0676:HT
F4JUQ2	Q9C774	F4JUQ2	RPN8B	DL3195C	F11B9.19	LOCUS:2129610	LOCUS:2074653	20706207:0676:HT
F4JUQ2	Q9FKP4	F4JUQ2	KIN14B	DL3195C	MNA5.20	LOCUS:2129610	LOCUS:2168292	20706207:0004:HT|20706207:0676:HT
F4JUQ2	Q9FMH5	F4JUQ2	CYCA3-1	DL3195C	MMG4.10	LOCUS:2129610	LOCUS:2167761	20706207:0004:HT|20706207:0676:HT
F4JUQ2	Q9LUW6	F4JUQ2	RH9	DL3195C	MCB17.17|MCB17.3	LOCUS:2129610	LOCUS:2087832	20706207:0004:HT|20706207:0676:HT
F4JUQ2	Q9SA50	F4JUQ2	Q9SA50	DL3195C	F3O9.32	LOCUS:2129610	LOCUS:2017933	20706207:0004:HT|20706207:0676:HT
F4JUQ2	Q9SCR2	F4JUQ2	KRP2	DL3195C	T3A5.10	LOCUS:2129610	LOCUS:2101679	20706207:0004:HT|20706207:0676:HT
F4JUQ2	Q9SJJ5	F4JUQ2	CKS2	DL3195C	T1E2.11	LOCUS:2129610	LOCUS:2057825	20706207:0090:HT|20706207:0004:HT|20706207:0676:HT
F4JWV5	Q9SU44	GUS3	GRF8	T2L5.6	T19F6.5		LOCUS:2134986	21094157:0004:HT
F4JXK3	Q9SJR5	LINC4	GRF3		F1O11.3	LOCUS:2169960	LOCUS:2044873	21094157:0004:HT
F4JY24	Q2V3B2	CHR17	CYCD5-1		F19F18.120		LOCUS:2120081	20706207:0004:HT|20706207:0676:HT
F4JY24	Q9FGQ7	CHR17	CYCD3-2		K3G17.2		LOCUS:2157172	20706207:0004:HT|20706207:0676:HT
F4JYM8	Q9SJR5	AACT1	GRF3		F1O11.3		LOCUS:2044873	21094157:0004:HT
F4K0E2	Q38942	MUF9.21	RAE1		F23A5.2	LOCUS:2175158	LOCUS:2025732	21189294:0004:HT
F4K0X7	Q38942	SEC10	RAE1		F23A5.2		LOCUS:2025732	21189294:0004:HT
F4K180	O81001	EMB1138	GRF1		T20K9.5		LOCUS:2059206	21094157:0004:HT
F4K180	Q38942	EMB1138	RAE1		F23A5.2		LOCUS:2025732	21189294:0004:HT
F4K180	Q9CAF4	EMB1138	NUP1		F13M14.6|F18K10.27		LOCUS:2075785	21189294:0004:HT
F4K3D8	Q9C829	MCO15.13	NUP50A		F19K6.4	LOCUS:2161710	LOCUS:2018204	21189294:0004:HT
F4K4Y5	P93654	MDF20.10	SYP22		MSD23.9	LOCUS:2162097	LOCUS:3356150	24556609:0004:HT
F4K4Y5	Q39233	MDF20.10	SYP21		F5E19_170	LOCUS:2162097	LOCUS:2148960	24556609:0004:HT
F4K4Y5	Q9SUJ1	MDF20.10	SYP43		F18C1.2	LOCUS:2162097	LOCUS:2078042	24556609:0004:HT
F4K4Y5	Q9ZSD4	MDF20.10	SYP121		F26K24.11	LOCUS:2162097	LOCUS:2081476	24556609:0004:HT
F4K5Q9	Q38942	F4K5Q9	RAE1	F14I23.50|F14I23_50	F23A5.2	LOCUS:2143305	LOCUS:2025732	21189294:0004:HT
F4K884	O81001	P5CR	GRF1	T9L3.100|T9L3_100	T20K9.5		LOCUS:2059206	21094157:0004:HT
F4K9W2	Q24JJ9	MWD9.25	NUP43		F6I18.250	LOCUS:2176347	LOCUS:2126689	21189294:0004:HT
F4KA18	Q9C829	F4KA18	NUP50A		F19K6.4	LOCUS:504956368	LOCUS:2018204	21189294:0004:HT
F4KAB8	O80786	MCM6	MCM5	K15C23	T12J2	LOCUS:504954997	LOCUS:2054698	20706207:0004:HT|20706207:0676:HT
F4KAB8	P43299	MCM6	MCM7	K15C23	AGAA.2|T10M13.7	LOCUS:504954997	LOCUS:2132223	20706207:0004:HT|20706207:0676:HT
F4KAB8	P93306	MCM6	NAD7	K15C23		LOCUS:504954997		20706207:0676:HT
F4KAB8	Q0WVF5	MCM6	MCM4	K15C23	F16F14.6	LOCUS:504954997	LOCUS:2042674	20706207:0004:HT|20706207:0676:HT
F4KAB8	Q0WVK7	MCM6	Q0WVK7	K15C23	F3F20.12	LOCUS:504954997	LOCUS:2031973	20706207:0004:HT|20706207:0676:HT
F4KAB8	Q41969	MCM6	EIF2B	K15C23	F22D1.90	LOCUS:504954997	LOCUS:2147162	20706207:0004:HT|20706207:0676:HT
F4KAB8	Q501D5	MCM6	ETG1	K15C23	T2P4.10	LOCUS:504954997	LOCUS:2061833	20706207:0004:HT|20706207:0676:HT
F4KAB8	Q93Y35	MCM6	RPN7	K15C23	F6I7.30	LOCUS:504954997	LOCUS:2126798	20706207:0004:HT|20706207:0676:HT
F4KAB8	Q93ZV6	MCM6	Q93ZV6	K15C23		LOCUS:504954997		20706207:0676:HT
F4KAB8	Q96321	MCM6	IMPA1	K15C23	F3E22.14|T8E24.1	LOCUS:504954997	LOCUS:2083313	20706207:0004:HT|20706207:0676:HT
F4KAB8	Q9C613	MCM6	SAMBA	K15C23	F27G20.14	LOCUS:504954997	LOCUS:2028296	20706207:0004:HT|20706207:0676:HT
F4KAB8	Q9LPD9	MCM6	MCM2	K15C23	T12C22.19	LOCUS:504954997	LOCUS:2028240	20706207:0004:HT|20706207:0676:HT
F4KAB8	Q9SI58	MCM6	NMD3	K15C23	T18C20.2|T18C20_2	LOCUS:504954997	LOCUS:2044299	20706207:0004:HT
F4KAB8	Q9ZUG4	MCM6	Q9ZUG4	K15C23	T6P5.3	LOCUS:504954997	LOCUS:2064717	20706207:0004:HT|20706207:0676:HT
F4KBP5	Q24JJ9	CHR4	NUP43	K23L20_15|T19K24.8	F6I18.250	LOCUS:2156364	LOCUS:2126689	21189294:0004:HT
F4KDU5	Q38942	F4KDU5	RAE1	F9G14.180|F9G14_180	F23A5.2		LOCUS:2025732	21189294:0004:HT
F4KE21	O81001	CAC1	GRF1		T20K9.5		LOCUS:2059206	21094157:0004:HT
F4KEU4	O23249	F4KEU4	CKS1	F17P19.12|F17P19_12	T1E2.12	LOCUS:2145081	LOCUS:2057836	20706207:0004:HT
F4KEU4	P93655	F4KEU4	LON1	F17P19.12|F17P19_12	F2P16.23	LOCUS:2145081	LOCUS:2148458	20706207:0004:HT
F4KEU4	Q42545	F4KEU4	FTSZ1	F17P19.12|F17P19_12	MCO15.23	LOCUS:2145081	LOCUS:2161610	20706207:0004:HT
F4KEU4	Q6NLH0	F4KEU4	NRPB9A	F17P19.12|F17P19_12	K14A17	LOCUS:2145081	LOCUS:2086042	20706207:0004:HT
F4KEU4	Q8VYI4	F4KEU4	Q8VYI4	F17P19.12|F17P19_12	F10B6.22|F10B6_22	LOCUS:2145081	LOCUS:2006867	20706207:0004:HT
F4KEU4	Q9ZUG4	F4KEU4	Q9ZUG4	F17P19.12|F17P19_12	T6P5.3	LOCUS:2145081	LOCUS:2064717	20706207:0004:HT
F4KF65	Q9M7Q7	IMPA9	PCNA	F15A17.100	F22G5.29	LOCUS:2143423	LOCUS:2025062	20706207:0004:HT|20706207:0676:HT
F4KFA3	Q9C829	F4KFA3	NUP50A	F12E4.100|F12E4_100	F19K6.4	LOCUS:2831854	LOCUS:2018204	21189294:0004:HT
F4KGG0	O22832	CDKC2	FAB2		F18O19.18			20706207:0004:HT
F4KGG0	Q41969	CDKC2	EIF2B		F22D1.90		LOCUS:2147162	20706207:0004:HT
F4KGG0	Q5EAH9	CDKC2	Q5EAH9				LOCUS:2079001	20706207:0004:HT
F4KGG0	Q8LBC0	CDKC2	CYCT1-3		T17H3.12|T22C5.7|T22C5.8		LOCUS:2196919	20706207:0004:HT
F4KGG0	Q8W5S1	CDKC2	CYCH1-1		F15A18.80		LOCUS:2143671	20706207:0004:HT
F4KGU2	Q9LK09	EMB3010	SYP32	F12B17.290|F12B17_290	K7M2.13			24556609:0004:HT
F4KHD8	O22224	GB210	NUP93A	K21I16.30	T32G6.14	LOCUS:2155652	LOCUS:2062693	21189294:0004:HT
F4KHD8	Q24JJ9	GB210	NUP43	K21I16.30	F6I18.250	LOCUS:2155652	LOCUS:2126689	21189294:0004:HT
F4KHD8	Q38942	GB210	RAE1	K21I16.30	F23A5.2	LOCUS:2155652	LOCUS:2025732	21189294:0004:HT
F4KHD8	Q9CAF4	GB210	NUP1	K21I16.30	F13M14.6|F18K10.27	LOCUS:2155652	LOCUS:2075785	21189294:0004:HT
F4KHD8	Q9FWS3	GB210	CG1	K21I16.30	F1B16.12	LOCUS:2155652	LOCUS:2018452	21189294:0004:HT
F4KIA8	Q8L4H0	F4KIA8	WEE1	T30N20.70	F22D16.3	LOCUS:2183775	LOCUS:2024780	20706207:0004:HT|20706207:0676:HT
F4KIN5	Q38942	F4KIN5	RAE1	T3J11.1	F23A5.2	LOCUS:2142355	LOCUS:2025732	21189294:0004:HT
F8S296	Q38942	ATG2	RAE1	MVI11.10/MVI11.11	F23A5.2	LOCUS:2094063	LOCUS:2025732	21189294:0004:HT
O04019	Q8LF80	RPT5B	CDKB2-1	F7G19.2	F14G6.14	LOCUS:2036099	LOCUS:2011761	20706207:0004:HT|20706207:0676:HT
O04019	Q8LSZ4	RPT5B	E2FE	F7G19.2	T24C20.40	LOCUS:2036099	LOCUS:2100444	20706207:0676:HT
O04019	Q9FNY3	RPT5B	DPA	F7G19.2	T22P11.60	LOCUS:2036099	LOCUS:2181788	20706207:0004:HT|20706207:0676:HT
O04019	Q9LFQ9	RPT5B	E2FD	F7G19.2	F2G14.80	LOCUS:2036099	LOCUS:2147865	20706207:0004:HT
O04294	Q9C829	IMPA3	NUP50A	T10M13.16	F19K6.4	LOCUS:2132238	LOCUS:2018204	21189294:0004:HT
O04294	Q9CAF4	IMPA3	NUP1	T10M13.16	F13M14.6|F18K10.27	LOCUS:2132238	LOCUS:2075785	21189294:0004:HT
O04310	O65359	JAL34	SYP41	T02O04.4	F2P16.16	LOCUS:2088374	LOCUS:2148513	24556609:0004:HT|24556609:0007:HT
O04310	Q8VZU2	JAL34	SYP132	T02O04.4	T22D6.20	LOCUS:2088374		24556609:0004:HT|24556609:0007:HT
O04310	Q9FFK1	JAL34	SYP31	T02O04.4	MJJ3.17	LOCUS:2088374	LOCUS:2166419	24556609:0004:HT|24556609:0007:HT
O04310	Q9ZSD4	JAL34	SYP121	T02O04.4	F26K24.11	LOCUS:2088374	LOCUS:2081476	24556609:0004:HT|24556609:0007:HT
O04311	Q9FFK1	JAL33	SYP31	MDC8.8|T02O04.5	MJJ3.17	LOCUS:2088369	LOCUS:2166419	24556609:0004:HT|24556609:0007:HT
O04421	Q39233	SRP14	SYP21	F18O19.25	F5E19_170	LOCUS:2044029	LOCUS:2148960	24556609:0004:HT|24556609:0007:HT
O04450	Q24JJ9	CCT5	NUP43	F21J9.12	F6I18.250	LOCUS:2024051	LOCUS:2126689	21189294:0004:HT
O04450	Q38942	CCT5	RAE1	F21J9.12	F23A5.2	LOCUS:2024051	LOCUS:2025732	21189294:0004:HT
O04658	Q24JJ9	NOP5-1	NUP43	T21B4_30|TM021B04.12	F6I18.250	LOCUS:2181211	LOCUS:2126689	21189294:0004:HT
O04658	Q39233	NOP5-1	SYP21	T21B4_30|TM021B04.12	F5E19_170	LOCUS:2181211	LOCUS:2148960	24556609:0004:HT|24556609:0007:HT
O04658	Q9LK09	NOP5-1	SYP32	T21B4_30|TM021B04.12	K7M2.13	LOCUS:2181211		24556609:0004:HT|24556609:0007:HT
O04658	Q9ZSD4	NOP5-1	SYP121	T21B4_30|TM021B04.12	F26K24.11	LOCUS:2181211	LOCUS:2081476	24556609:0004:HT|24556609:0007:HT
O04660	Q9SU44	GLR2.1	GRF8	A_TM021B04.3|T21B4.10	T19F6.5	LOCUS:2181196	LOCUS:2134986	21094157:0004:HT
O04722	O81001	SULTR21	GRF1	T31P16_170	T20K9.5	LOCUS:2184158	LOCUS:2059206	21094157:0004:HT
O22126	Q9SJR5	FLA8	GRF3	F4L23.2	F1O11.3	LOCUS:2050822	LOCUS:2044873	21094157:0004:HT
O22149	Q8VZU2	PME17	SYP132	F4L23.27	T22D6.20	LOCUS:2050941		24556609:0004:HT|24556609:0007:HT
O22149	Q9SUJ1	PME17	SYP43	F4L23.27	F18C1.2	LOCUS:2050941	LOCUS:2078042	24556609:0004:HT|24556609:0007:HT
O22173	Q8L4H0	PAB4	WEE1	T20D16.2	F22D16.3	LOCUS:2058573	LOCUS:2024780	20706207:0004:HT|20706207:0676:HT
O22173	Q8W5S1	PAB4	CYCH1-1	T20D16.2	F15A18.80	LOCUS:2058573	LOCUS:2143671	20706207:0004:HT|20706207:0676:HT
O22190	Q9SJR5	GH3.3	GRF3	T20D16.20	F1O11.3	LOCUS:2058588	LOCUS:2044873	21094157:0004:HT
O22207	Q9SU44	UBP5	GRF8	T20B5.13	T19F6.5	LOCUS:2058490	LOCUS:2134986	21094157:0004:HT
O22224	P0CJ48	NUP93A	LHCB1.1	T32G6.14	F1N18.4	LOCUS:2062693	LOCUS:2019372	21189294:0004:HT
O22224	P0DH99	NUP93A	A1	T32G6.14	T6D22.3	LOCUS:2062693	LOCUS:2205115	21189294:0004:HT
O22224	P10796	NUP93A	RBCS-1B	T32G6.14	MXI10.15	LOCUS:2062693	LOCUS:2177406	21189294:0004:HT
O22224	P17745	NUP93A	TUFA	T32G6.14	F9F13.10	LOCUS:2062693	LOCUS:2128615	21189294:0004:HT
O22224	P22953	NUP93A	HSP70-1	T32G6.14	T22P11.90	LOCUS:2062693	LOCUS:2181833	21189294:0004:HT
O22224	P25857	NUP93A	GAPB	T32G6.14	F13A11.3	LOCUS:2062693	LOCUS:2009864	21189294:0004:HT
O22224	P27140	NUP93A	BCA1	T32G6.14	F4P13.5	LOCUS:2062693	LOCUS:2084198	21189294:0004:HT
O22224	P31168	NUP93A	COR47	T32G6.14	F5M15.22	LOCUS:2062693	LOCUS:2034376	21189294:0004:HT
O22224	P37702	NUP93A	TGG1	T32G6.14	T1N24.7	LOCUS:2062693	LOCUS:2180597	21189294:0004:HT
O22224	Q0WV25	NUP93A	TUBA4	T32G6.14	F13M7.19	LOCUS:2062693		21189294:0004:HT
